cn_id,hateSpeech,counterSpeech,split,cn_keyword,num_cn_keyword,hs_keyword,num_hs_keyword,num_doc_retrieved
ENT1ST0005HS0029CN000112,The world would be a better place without Muslims. They are only killing and raping our children.,"The world would actually be a very dark place without Muslims who contribute a lot to our society. What about our Muslim, doctors, scientists, philanthropists, actors, job-creators.",train,"place without Muslims, dark place, doctors, world, actors",5,"place without Muslims, better place, raping, world, killing",5,405339
ENT1ST0005HS0029CN000112P1,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,"The world would actually be a very dark place without Muslims who contribute a lot to our society. What about our Muslim, doctors, scientists, philanthropists, actors, job-creators.",valid,"place without Muslims, dark place, doctors, world, actors",5,"only contribution, violence, society, Everything, Muslims",5,499333
ENT1ST0005HS0029CN000112P2,"Muslims should not exist in our modern world, because all that they do is violence.","The world would actually be a very dark place without Muslims who contribute a lot to our society. What about our Muslim, doctors, scientists, philanthropists, actors, job-creators.",test,"place without Muslims, dark place, doctors, world, actors",5,"violence, modern world, Muslims",3,410313
ENT1ST0005HS0029CN000113,The world would be a better place without Muslims. They are only killing and raping our children.,"It wasn't Muslims protecting Jimmy Saville or Gary Glitter, how many more public figures will we find? It wasn't Muslims turning a blind eye to those in the Church in Ireland or the Vatican. Let's route out child abuse everywhere and not just scapegoat.",train,"route out child abuse, many more public figures, Let 's route, Church in Ireland, Gary Glitter",5,"place without Muslims, better place, raping, world, killing",5,369348
ENT1ST0005HS0029CN000113P1,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,"It wasn't Muslims protecting Jimmy Saville or Gary Glitter, how many more public figures will we find? It wasn't Muslims turning a blind eye to those in the Church in Ireland or the Vatican. Let's route out child abuse everywhere and not just scapegoat.",valid,"route out child abuse, many more public figures, Let 's route, Church in Ireland, Gary Glitter",5,"only contribution, violence, society, Everything, Muslims",5,234804
ENT1ST0005HS0029CN000113P2,"Muslims should not exist in our modern world, because all that they do is violence.","It wasn't Muslims protecting Jimmy Saville or Gary Glitter, how many more public figures will we find? It wasn't Muslims turning a blind eye to those in the Church in Ireland or the Vatican. Let's route out child abuse everywhere and not just scapegoat.",test,"route out child abuse, many more public figures, Let 's route, Church in Ireland, Gary Glitter",5,"violence, modern world, Muslims",3,71239
ENT1ST0005HS0029CN000114,The world would be a better place without Muslims. They are only killing and raping our children.,"Stats show Muslims are more likely to be victims of crime, not perpetrators. This kind of false sentiment only serves to fuel hate crime against Muslims.",train,"kind of false sentiment, victims of crime, Muslims, hate crime, stats",5,"place without Muslims, better place, raping, world, killing",5,380182
ENT1ST0005HS0029CN000114P1,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,"Stats show Muslims are more likely to be victims of crime, not perpetrators. This kind of false sentiment only serves to fuel hate crime against Muslims.",valid,"kind of false sentiment, victims of crime, Muslims, hate crime, stats",5,"only contribution, violence, society, Everything, Muslims",5,240203
ENT1ST0005HS0029CN000114P2,"Muslims should not exist in our modern world, because all that they do is violence.","Stats show Muslims are more likely to be victims of crime, not perpetrators. This kind of false sentiment only serves to fuel hate crime against Muslims.",test,"kind of false sentiment, victims of crime, Muslims, hate crime, stats",5,"violence, modern world, Muslims",3,78032
ENT1ST0005HS0029CN000115,The world would be a better place without Muslims. They are only killing and raping our children.,The world would be a better place if people were more tolerant to each other.,train,"place if people, better place, world, tolerant",4,"place without Muslims, better place, raping, world, killing",5,370489
ENT1ST0005HS0029CN000115P1,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,The world would be a better place if people were more tolerant to each other.,valid,"place if people, better place, world, tolerant",4,"only contribution, violence, society, Everything, Muslims",5,471838
ENT1ST0005HS0029CN000115P2,"Muslims should not exist in our modern world, because all that they do is violence.",The world would be a better place if people were more tolerant to each other.,test,"place if people, better place, world, tolerant",4,"violence, modern world, Muslims",3,376424
ENT1ST0005HS0029CN000116,The world would be a better place without Muslims. They are only killing and raping our children.,"Most children abuse is by someone they know, a relative, family friend, sports coach, some one in a position of trust and authority. If you really cared about children check your facts instead of creating distractions.",train,"position of trust, most children abuse, authority, sports coach, family friend",5,"place without Muslims, better place, raping, world, killing",5,396773
